,ISBN,Favourite-Generation,Book-Rating
77120,067980112X,genz,9.0
77126,0679801138,genz,9.5
77131,0679801146,youth,8.5
77140,0679805273,genx,10.0
77143,0679810307,youth,9.5
77151,0679813438,millenial,9.0
77154,0679821481,teenager,10.0
77162,0679824111,genz,8.0
77169,067982412X,millenial,7.75
77176,0679824243,genx,7.0
77181,0679826424,millenial,4.5
77185,0679826718,youth,10.0
77192,0679833692,genz,8.333333333333334
77198,0679843655,genz,9.0
77204,0679844074,genz,10.0
77210,0679851011,genz,10.0
77217,0679853065,millenial,10.0
77222,0679865691,genz,9.0
77229,0679866957,millenial,7.0
77235,0679866973,millenial,9.5
77241,0679867384,millenial,9.0
77245,0679869816,youth,7.0
77254,0679873937,genx,10.0
77261,0679879242,boomer+,10.0
77264,0679879250,genz,10.0
77272,0679879269,genx,10.0
77277,0679882804,millenial,9.0
77283,0679882820,millenial,9.0
77287,067988288X,youth,9.0
77293,0679882898,youth,9.0
77301,0679882901,millenial,10.0
77307,067988291X,millenial,10.0
77314,067988338X,genx,10.0
77319,0679883428,millenial,8.0
77324,0679883568,genz,8.0
77332,0679883886,genx,7.5
77336,0679884645,genz,7.0
77343,0679886370,millenial,9.0
77349,067988663X,millenial,10.0
77354,0679889175,genz,9.0
77362,0679889310,genx,10.0
77367,0679890505,millenial,5.666666666666667
77371,0679893105,youth,10.0
77379,0679967389,millenial,7.0
77384,0681403225,genz,10.0
77391,068416325X,millenial,8.444444444444445
77396,0684163268,genz,10.0
77404,068419337X,genx,8.0
77410,0684193957,genx,10.0
77414,0684195305,genz,9.0
77423,0684195488,boomer+,10.0
77428,0684195569,genx,9.0
77433,0684195976,millenial,8.0
77440,0684195984,genx,9.0
77445,0684196387,millenial,9.0
77452,0684196395,genx,9.5
77456,0684717255,genz,10.0
77462,0684717603,genz,8.5
77469,0684717972,millenial,8.8
77474,0684718634,genz,10.0
77483,0684800713,boomer+,9.0
77488,068480087X,genx,10.0
77492,0684800993,genz,6.666666666666667
77499,0684801051,millenial,10.0
77505,0684801221,millenial,9.25
77511,0684801280,millenial,9.0
77516,068480137X,genz,8.0
77524,0684801469,genx,8.5
77528,0684801523,genz,8.055555555555555
77535,068480154X,millenial,8.666666666666666
77541,0684802031,millenial,8.0
77547,0684802058,millenial,8.0
77553,0684802090,millenial,7.0
77559,0684802449,millenial,6.666666666666667
77565,068480297X,millenial,10.0
77570,0684802988,genz,9.0
77576,0684803046,genz,3.0
77580,0684803135,teenager,10.0
77589,0684803143,millenial,7.5
77595,0684803348,millenial,8.0
77602,0684803356,genx,9.0
77606,0684803763,genz,10.0
77613,0684803798,millenial,9.0
77619,0684803852,millenial,9.0
77626,0684803860,genx,8.666666666666666
77630,0684803968,genz,8.5
77638,0684804212,genx,4.0
77643,0684804441,millenial,8.25
77649,0684804484,millenial,9.0
77656,0684804522,genx,9.0
77662,068480753X,genx,8.0
77665,0684808323,youth,9.0
77673,0684808943,millenial,5.5
77679,0684809001,millenial,7.333333333333333
77687,0684810204,boomer+,9.0
77692,0684810263,genx,9.5
77699,0684810387,boomer+,7.0
77703,0684810395,millenial,8.4
77710,0684810794,genx,7.5
77716,0684810921,genx,9.5
77721,0684811073,millenial,9.0
77727,0684811529,millenial,9.0
77732,0684813467,genz,9.0
77740,068481353X,genx,10.0
77744,0684813637,genz,9.0
77753,0684813866,boomer+,10.0
77756,0684814528,genz,9.0
77763,068481465X,millenial,9.5
77769,0684814773,millenial,7.5
77774,0684814994,genz,9.0
77781,0684815176,millenial,6.75
77787,0684815311,millenial,7.0
77793,0684815354,millenial,5.0
77801,0684815451,boomer+,10.0
77804,0684818442,genz,8.0
77810,0684818701,genz,10.0
77817,068481871X,millenial,8.0
77823,0684818868,millenial,9.25
77829,0684818981,millenial,9.0
77837,0684819066,boomer+,10.0
77840,0684822652,genz,9.0
77847,0684822768,millenial,9.0
77852,0684822776,genz,8.0
77859,0684823780,millenial,10.0
77863,0684823829,youth,10.0
77871,0684824280,millenial,7.0
77877,0684824396,millenial,10.0
77883,068482440X,millenial,9.5
77889,0684824647,millenial,8.5
77895,0684824892,millenial,7.428571428571429
77899,068482499X,youth,10.0
77908,0684825406,genx,9.0
77913,0684825546,millenial,10.0
77919,0684825864,millenial,7.0
77924,0684826127,genz,9.0
77932,0684826801,genx,9.5
77939,0684826976,boomer+,9.0
77943,0684827107,millenial,7.8
77948,0684829746,genz,10.0
77956,0684829916,genx,9.5
77960,0684829924,genz,10.0
77967,0684829975,millenial,10.0
77972,0684830272,genz,8.0
77980,0684830426,genx,9.0
77985,0684830493,millenial,9.5
77990,068483068X,genz,9.0
77997,0684830922,millenial,7.0
78002,0684831171,genz,8.5
78008,0684831546,genz,8.0
78015,0684831708,millenial,5.0
78022,068483183X,genx,10.0
78024,0684832178,teenager,9.0
78035,0684832291,boomer+,9.0
78039,0684832828,millenial,8.0
78046,0684833395,genx,9.25
78051,068483376X,millenial,9.25
78057,0684833778,millenial,9.0
78064,0684834723,genx,9.0
78070,0684834731,genx,7.0
78075,0684834812,millenial,8.0
78080,0684834936,genz,8.5
78086,0684835770,genz,10.0
78095,0684835819,boomer+,10.0
78100,0684835959,genx,8.5
78105,0684835975,millenial,9.0
78113,0684835983,boomer+,9.333333333333334
78116,0684836270,genz,9.666666666666666
78124,0684836491,genx,9.0
78129,0684837226,millenial,9.0
78135,068483846X,millenial,10.0
78141,0684838923,millenial,8.0
78147,0684839385,millenial,10.0
78151,0684841177,youth,9.0
78161,0684841185,boomer+,9.5
78165,0684841347,millenial,7.6
78171,0684841363,millenial,8.666666666666666
78178,0684842106,genx,8.0
78183,0684842319,millenial,10.0
78186,068484267X,teenager,9.0
78192,0684842696,teenager,8.0
78202,068484270X,genx,9.0
78206,0684843102,genz,7.5
78213,0684843129,millenial,7.0
78218,0684843137,genz,8.0
78225,0684843269,millenial,9.0
78229,0684843323,youth,10.0
78238,0684843994,genx,8.0
78243,0684844729,millenial,8.333333333333334
78249,068484477X,millenial,8.28125
78255,0684844818,millenial,8.333333333333334
78261,0684844826,millenial,7.5
78267,0684845067,millenial,9.5
78273,0684845075,millenial,8.5
78278,0684845768,genz,8.0
78287,0684846004,boomer+,9.0
78290,0684846098,genz,8.0
78296,068484611X,genz,10.0
78302,0684846608,genz,8.0
78308,0684846675,genz,8.0
78315,0684846713,millenial,7.8
78322,0684846845,genx,8.0
78327,0684847450,millenial,6.333333333333333
78334,0684847515,genx,7.666666666666667
78339,0684847817,millenial,10.0
78346,0684847957,genx,7.5
78350,0684848015,genz,8.0
78356,0684848066,genz,10.0
78364,0684848155,genx,9.0
78366,0684848406,teenager,8.0
78375,0684848465,millenial,8.0
78378,0684848783,teenager,8.0
78386,0684848961,genz,8.5
78391,0684849690,youth,8.0
78400,0684849739,genx,9.0
78405,0684850265,millenial,9.5
78411,0684850273,millenial,8.5
78417,0684850303,millenial,8.666666666666666
78423,0684850311,millenial,6.333333333333333
78429,0684850613,millenial,8.0
78435,068485080X,millenial,10.0
78440,0684852047,genz,9.0
78448,0684852217,genx,9.0
78452,0684852225,genz,9.0
78460,0684852624,genx,8.5
78466,0684852683,genx,6.0
78471,0684852713,millenial,10.0
78477,0684852756,millenial,7.666666666666667
78480,0684852802,teenager,9.0
78490,0684852853,genx,8.0
78494,068485287X,genz,6.0
78501,0684853027,millenial,6.0
78506,0684853035,genz,9.0
78515,0684853159,boomer+,10.0
78518,0684853205,genz,10.0
78524,0684853299,genz,7.0
78533,0684853302,boomer+,10.0
78534,0684853507,teenager,9.0
78542,0684853515,genz,9.2
78548,0684853523,genz,8.2
78555,0684853612,millenial,8.0
78561,068485368X,millenial,9.5
78568,0684853701,genx,9.0
78573,0684853787,millenial,5.666666666666667
78580,0684853906,genx,8.0
78584,0684853949,genz,9.5
78590,0684854422,genz,8.5
78598,0684854503,genx,7.0
78603,0684854554,millenial,9.5
78610,068485466X,genx,8.0
78615,0684854759,millenial,8.25
78622,0684854848,genx,10.0
78627,068485497X,millenial,8.5
78633,0684855127,millenial,5.0
78639,0684855380,millenial,8.0
78645,0684855631,millenial,9.166666666666666
78652,0684856069,genx,9.0
78659,0684856077,boomer+,8.0
78660,0684856093,teenager,8.666666666666666
78669,0684856220,millenial,9.5
78675,0684856603,millenial,9.333333333333334
78681,0684857340,millenial,9.0
78685,068485760X,youth,9.0
78694,0684857618,genx,9.0
78698,0684857820,genz,8.857142857142858
78703,0684859033,youth,9.0
78711,0684859262,millenial,6.0
78718,0684859300,genx,10.0
78722,0684859335,genz,8.0
78729,0684859475,millenial,8.666666666666666
78735,0684859718,millenial,9.2
78741,0684859726,millenial,8.0
78746,0684859734,genz,10.0
78753,0684859769,millenial,9.0
78758,0684859777,genz,9.0
78766,0684859939,genx,6.5
78771,0684860295,millenial,8.0
78776,0684862719,genz,8.222222222222221
78783,0684862743,millenial,8.8
78788,0684862921,genz,7.0
78795,0684863340,millenial,10.0
78800,0684863472,genz,9.0
78806,0684863588,genz,8.0
78812,0684863871,genz,8.0
78817,068486424X,youth,10.0
78825,0684864320,millenial,8.5
78831,0684864401,millenial,9.0
78836,068486441X,genz,9.0
78845,0684864843,boomer+,8.333333333333334
78850,0684864878,genx,7.666666666666667
78854,0684865114,genz,8.0
78861,0684865157,millenial,7.666666666666667
78865,0684865386,youth,10.0
78873,0684865459,millenial,9.0
78879,0684865726,millenial,8.5
78884,0684865742,genz,8.416666666666666
78890,0684866005,genz,5.0
78897,0684866048,millenial,8.333333333333334
78903,0684867303,millenial,7.0
78910,0684867486,genx,8.0
78915,0684867532,millenial,5.5
78918,0684867621,teenager,8.0
78927,0684867672,millenial,8.75
78935,068486780X,boomer+,10.0
78939,0684867818,millenial,8.0
78945,0684867974,millenial,8.0
78951,0684867982,millenial,6.333333333333333
78957,0684868849,millenial,6.0
78965,0684868865,boomer+,8.0
78968,0684868911,genz,9.5
78975,0684868938,millenial,8.666666666666666
78980,0684869233,genz,8.0
78986,0684869241,genz,7.0
78994,0684869403,genx,7.333333333333333
78999,0684869497,millenial,7.5
79005,0684870258,millenial,7.5
79011,0684870673,millenial,9.0
79016,0684871009,genz,10.0
79022,0684871262,genz,9.0
79029,0684871270,millenial,8.5
79034,0684871483,genz,8.8
79041,0684871580,millenial,8.0
79046,0684872153,genz,8.5625
79052,068487217X,genz,9.5
79058,0684872730,genz,9.0
79064,0684874318,genz,10.0
79070,0684874350,genz,8.555555555555555
79077,0684874385,millenial,7.666666666666667
79084,0688004717,genx,10.0
79089,0688006663,millenial,7.0
79095,068801111X,millenial,8.0
79101,0688025935,millenial,10.0
79107,068803036X,millenial,9.0
79113,0688031188,millenial,8.333333333333334
79119,0688034276,millenial,8.666666666666666
79125,0688037852,millenial,9.0
79131,0688039170,millenial,7.0
79137,0688046126,millenial,6.0
79144,0688046134,genx,5.0
79151,0688046606,boomer+,8.0
79154,0688047211,genz,9.0
79163,0688058914,boomer+,7.0
79164,0688059147,teenager,8.0
79174,0688063470,genx,9.0
79180,0688066631,genx,9.0
79185,0688077005,millenial,7.0
79190,0688077080,genz,9.0
79197,0688078028,millenial,7.0
79203,0688082742,millenial,9.0
79209,0688084796,millenial,7.5
79214,0688084885,genz,9.0
79222,0688084893,genx,8.0
79229,0688084907,boomer+,8.5
79233,0688084915,millenial,8.333333333333334
79239,0688084923,millenial,9.5
79245,0688088686,millenial,6.5
79252,0688093043,genx,7.5
79256,068810312X,genz,10.0
79264,0688103464,genx,7.0
79270,068810553X,genx,8.0
79274,0688105548,genz,7.0
79282,0688111289,genx,7.5
79286,0688116752,genz,10.0
79294,0688117619,genx,10.0
79298,0688121195,genz,8.0
79305,068812156X,millenial,7.5
79311,0688123228,millenial,10.0
79319,0688126731,boomer+,5.0
79322,0688127169,genz,10.0
79329,0688132359,millenial,10.0
79334,0688132456,genz,10.0
79342,0688133541,genx,9.0
79347,0688142877,millenial,9.25
79353,0688143679,millenial,8.0
79359,0688143687,millenial,8.666666666666666
79367,0688143695,boomer+,8.0
79370,0688145388,genz,7.0
79375,0688147259,youth,9.0
79382,0688148638,genz,8.0
79389,0688149111,millenial,8.0
79395,0688149626,millenial,8.5
79401,0688149790,millenial,8.25
79408,0688149898,genx,9.0
79410,0688150896,teenager,9.0
79420,0688151981,genx,10.0
79424,0688152449,genz,9.0
79430,068815252X,genz,9.0
79438,068815333X,genx,7.0
79442,0688155308,genz,9.0
79447,0688155456,youth,8.0
79454,0688155464,genz,9.0
79461,0688156126,millenial,8.0
79467,0688156134,millenial,7.5
79474,0688156142,genx,8.0
79478,0688156568,genz,8.5
79484,0688156819,genz,8.0
79489,0688158129,youth,9.0
79496,0688160042,genz,7.666666666666667
79502,0688160824,genz,10.0
79510,068816112X,genx,10.0
79515,0688161480,millenial,7.333333333333333
79520,0688162827,genz,10.0
79526,0688163165,genz,9.333333333333334
79533,0688163173,millenial,9.142857142857142
79540,0688163416,genx,6.5
79545,068816711X,millenial,9.0
79551,0688167535,millenial,9.0
79558,0688167810,genx,10.0
79563,0688167888,millenial,8.666666666666666
79569,0688168248,millenial,4.0
79575,0688168256,millenial,8.333333333333334
79581,0688168957,millenial,9.0
79588,0688170528,genx,9.5
79592,0688171478,genz,8.0
79597,0688171621,youth,8.0
79607,0688171664,boomer+,10.0
79612,0688171877,genx,9.5
79616,0688172172,genz,9.0
79623,0688172377,millenial,8.0
79629,0688172849,millenial,9.0
79635,0688172962,millenial,7.0
79640,0688173896,genz,8.0
79648,0688174035,genx,8.0
79654,0688174396,genx,8.0
79660,0688174574,genx,8.0
79664,0688174590,genz,8.0
79670,0688175716,genz,9.0
79676,0688176992,genz,10.0
79684,0688177743,genx,9.0
79690,0688177751,genx,7.777777777777778
79695,068817776X,millenial,8.0
79701,0688177859,millenial,8.5
79707,0688177867,millenial,9.333333333333334
79713,0688178057,millenial,8.0
79720,0688178502,genx,9.0
79724,0688179088,genz,7.5
79730,0688180639,genz,8.0
79736,0688180728,genz,10.0
79743,0689117353,millenial,10.0
79750,0689120834,genx,8.0
79756,0689704208,genx,10.0
79760,0689707495,genz,10.0
79768,0689710682,genx,10.0
79772,0689710879,genz,9.666666666666666
79778,0689710887,genz,9.166666666666666
79784,0689710895,genz,8.6
79790,0689711522,genz,9.714285714285714
79798,0689711735,genx,9.666666666666666
79800,0689711816,teenager,10.0
79807,068971310X,youth,10.0
79816,0689713703,genx,10.0
79823,0689714335,boomer+,10.0
79825,0689714866,youth,7.0
79832,0689714920,genz,10.0
79839,0689716230,millenial,9.0
79845,0689800843,millenial,10.0
79851,0689801505,millenial,10.0
79856,0689804458,genz,7.5
79860,0689806469,teenager,9.0
79868,0689806590,genz,9.0
79875,0689808526,millenial,9.0
79878,0689808828,teenager,9.5
79885,0689812361,youth,8.0
79893,068981321X,millenial,10.0
79896,0689817215,teenager,10.0
79903,0689817851,youth,8.571428571428571
79910,0689818769,genz,9.5
79914,0689821395,teenager,8.5
79922,0689821638,genz,8.0
79930,0689821867,genx,10.0
79935,0689822804,millenial,8.0
79938,0689824750,teenager,8.5
79946,0689825587,genz,8.0
79953,0689826990,millenial,9.0
79956,0689828683,teenager,6.0
79965,068982954X,millenial,10.0
79972,0689829833,genx,10.0
79974,0689831285,teenager,8.5
79984,0689831404,genx,10.0
79988,0689832133,genz,10.0
79995,0689832362,millenial,8.333333333333334
79998,0689835337,teenager,9.0
80008,068983571X,genx,10.0
80012,0689835906,genz,9.0
80018,0689837070,genz,6.0
80022,0689842589,teenager,9.0
80030,0689843372,genz,8.5
80036,0689845332,genz,7.666666666666667
80040,0689846673,teenager,9.0
80050,0689848684,genx,7.0
80055,0689848919,millenial,10.0
80059,0689848935,youth,9.0
80067,0689851324,millenial,10.0
80073,0689855443,millenial,7.4
80079,0689859368,millenial,9.666666666666666
80085,0689859376,millenial,9.333333333333334
80089,0689859910,youth,10.0
80096,068986020X,genz,9.0
80101,0689868278,youth,10.0
80109,0691017840,millenial,9.5
80115,0694003611,millenial,10.0
80118,069401110X,teenager,10.0
80127,069401236X,millenial,9.0
80133,0694516996,millenial,7.0
80139,0696206366,millenial,8.0
80147,069620780X,boomer+,10.0
80149,0696209268,youth,9.0
80157,0696217120,millenial,8.142857142857142
80163,0696218364,millenial,7.0
80169,0698109597,millenial,8.5
80175,069811406X,millenial,10.0
80180,0698115554,genz,10.0
80185,0698116844,youth,10.0
80190,0698118626,teenager,10.0
80197,0698118650,youth,7.0
80205,0698119509,millenial,9.0
80211,0698119517,millenial,8.333333333333334
80219,0702222550,boomer+,8.0
80224,0702224162,genx,9.0
80228,070434100X,genz,9.0
80236,0714836257,genx,10.0
80241,0716733870,millenial,8.25
80247,0717283208,millenial,8.0
80252,0717284832,genz,9.0
80259,0718143043,millenial,7.5
80265,0722539231,millenial,9.0
80271,072253955X,millenial,8.5
80276,0725107251,genz,10.0
80283,0732257093,millenial,8.5
80289,0732257476,millenial,10.0
80295,0732909740,millenial,8.5
80302,0736903054,genx,8.0
80307,0736904336,millenial,7.0
80313,0736909672,millenial,9.25
80318,073700049X,genz,10.0
80323,0738203491,youth,9.0
80329,0738204005,youth,3.3333333333333335
80336,073820675X,genz,7.0
80342,0738701262,genz,10.0
80349,0738841943,millenial,9.2
80355,0739400614,millenial,9.5
80360,0740704532,genz,9.0
80366,0740704818,genz,9.428571428571429
80373,0740704923,millenial,8.333333333333334
80379,0740706721,millenial,8.5
80385,0740711660,millenial,9.5
80390,0740713906,genz,8.0
80398,0740713922,genx,10.0
80403,0740713949,millenial,9.0
80410,0740718371,genx,10.0
80416,0740718398,genx,10.0
80421,0740718576,millenial,7.5
80428,0740718665,genx,10.0
80433,0740718770,millenial,9.5
80437,0740721356,youth,10.0
80444,0740721909,genz,9.5
80451,0740721941,millenial,9.0
80455,0740721984,youth,10.0
80461,0740723367,youth,10.0
80470,0740726633,genx,9.5
80475,0740727354,millenial,5.0
80481,0740728946,millenial,10.0
80486,0740738402,genz,10.0
80493,0741412780,millenial,6.0
80499,0743200195,millenial,10.0
80504,0743200985,genz,9.0
80509,0743201116,youth,10.0
80517,0743201647,millenial,6.0
80522,0743202007,genz,8.0
80530,0743202236,genx,9.0
80534,0743202562,genz,10.0
80542,0743202694,genx,8.5
80548,0743202708,genx,8.333333333333334
80554,0743202961,genx,9.0
80558,0743202988,genz,10.0
80567,0743203178,boomer+,8.0
80573,0743203232,boomer+,10.0
80576,0743203305,genz,10.0
80583,0743203313,millenial,9.0
80590,0743203399,genx,6.0
80595,0743203631,millenial,8.166666666666666
80602,074320395X,genx,8.0
80608,0743203968,genx,6.0
80614,0743203984,genx,8.0
80620,0743204077,genx,10.0
80624,0743204697,genz,10.0
80632,0743204700,genx,9.666666666666666
80638,0743204735,genx,8.0
80644,0743204832,genx,8.0
80650,0743204840,genx,9.5
80653,0743204859,youth,8.0
80661,0743205049,millenial,8.5
80668,0743205383,genx,10.0
80673,0743205405,millenial,8.0
80678,0743205413,genz,7.0
80685,0743205812,millenial,9.0
80692,0743205820,genx,7.0
80699,0743206029,boomer+,8.0
80703,0743206045,millenial,7.875
80710,0743206053,genx,8.6
80715,0743206061,millenial,8.0
80722,074320607X,genx,8.2
80727,0743206371,millenial,8.0
80735,0743211189,boomer+,10.0
80740,0743211227,genx,9.0
80743,0743211235,youth,10.0
80753,0743211375,boomer+,9.0
80755,0743211383,youth,8.0
80764,0743211936,genx,9.0
80769,0743211995,millenial,8.0
80777,0743212002,boomer+,9.0
80782,0743212576,genx,8.0
80789,0743213165,boomer+,10.0
80790,0743213807,teenager,10.0
80799,0743213831,millenial,8.333333333333334
80805,0743214927,millenial,8.0
80812,0743215052,genx,7.6
80818,0743216393,genx,10.0
80823,0743216458,millenial,8.5
80830,0743216482,genx,8.0
80835,0743216490,millenial,8.0
80840,074321689X,genz,9.5
80847,0743217144,millenial,7.0
80853,0743217713,millenial,8.5
80858,0743219333,genz,10.0
80864,0743219554,genz,9.0
80870,0743219570,genz,7.0
80876,0743219589,genz,8.0
80883,0743220633,millenial,10.0
80889,0743221990,millenial,8.666666666666666
80896,0743222008,genx,9.25
80902,0743222229,genx,8.5
80906,0743222245,genz,10.0
80914,0743222261,genx,8.5
80917,0743222946,youth,9.0
80926,0743223527,genx,7.666666666666667
80931,0743223543,millenial,9.5
80938,0743223551,genx,7.5
80944,074322423X,genx,9.666666666666666
80950,074322454X,genx,10.0
80954,0743224574,genz,7.833333333333333
80961,0743224914,millenial,10.0
80968,0743225082,genx,8.333333333333334
80973,0743225120,millenial,6.333333333333333
80978,0743225139,genz,9.0
80985,0743225198,millenial,8.0
80991,0743225325,millenial,7.875
80998,074322535X,genx,9.142857142857142
81003,0743225406,millenial,8.0
81011,0743225422,boomer+,9.5
81014,0743225708,genz,8.0
81022,0743225724,genx,7.0
81026,0743225805,genz,8.0
81034,0743225953,genx,7.0
81038,0743226356,genz,7.0
81042,0743227441,teenager,10.0
81051,0743228626,millenial,7.0
81056,0743229061,genz,9.0
81063,0743229177,millenial,7.0
81070,0743229878,genx,8.5
81074,0743230051,genz,9.0
81082,0743230213,genx,8.0
81085,0743230655,youth,7.0
81094,074323152X,genx,10.0
81100,0743233026,genx,8.0
81105,0743233468,millenial,8.0
81111,0743233476,millenial,9.333333333333334
81118,0743234693,genx,9.5
81124,0743235053,genx,7.666666666666667
81131,0743235150,boomer+,9.5
81135,0743235355,millenial,9.0
81140,0743236009,genz,8.0
81148,0743236157,genx,9.5
81152,0743236742,genz,8.5
81157,0743237188,youth,10.0
81166,0743237196,genx,8.2
81172,074323748X,genx,7.5
81176,0743238451,genz,7.0
81183,0743240855,millenial,7.5
81189,0743242203,millenial,2.6666666666666665
81195,0743242483,millenial,7.0
81201,0743243307,millenial,7.25
81206,0743243315,genz,9.0
81212,0743243412,genz,8.0
81220,0743243498,genx,9.0
81224,0743243803,genz,10.0
81232,0743243978,genx,6.0
81234,0743244281,teenager,10.0
81244,0743244850,genx,9.0
81249,0743245237,millenial,8.0
81256,0743245520,genx,8.714285714285714
81261,0743245733,millenial,9.0
81269,0743246071,boomer+,9.0
81274,074324642X,genx,10.0
81280,0743246438,genx,10.0
81283,0743247612,youth,9.0
81292,0743247752,genx,9.0
81296,0743249291,genz,8.0
81304,0743249887,genx,10.0
81310,0743249925,genx,8.333333333333334
81315,0743249992,millenial,9.0
81322,0743250346,genx,8.25
81328,0743250532,genx,10.0
81331,0743253973,youth,9.0
81341,0743255224,boomer+,10.0
81346,0743255429,genx,5.5
81353,0743255453,boomer+,10.0
81358,074325547X,genx,9.5
81364,0743255712,genx,10.0
81368,0743259823,genz,8.75
81376,0743260244,genx,9.5
81381,0743260953,millenial,10.0
81385,0743262174,youth,9.0
81392,0743400445,genz,8.0
81396,074340050X,teenager,10.0
81402,0743400518,teenager,10.0
81410,0743400526,genz,10.0
81417,0743400712,millenial,8.0
81423,0743400720,millenial,8.5
81429,0743400739,millenial,5.0
81435,0743400828,millenial,5.0
81440,0743400836,genz,8.0
81446,074340341X,genz,8.0
81454,0743403428,genx,8.0
81460,0743403436,genx,7.666666666666667
81466,0743403444,genx,9.0
81473,0743403452,boomer+,10.0
81475,0743403460,youth,10.0
81483,0743403479,millenial,10.0
81489,0743403614,millenial,8.0
81494,0743403622,genz,7.5
81501,0743405897,millenial,8.0
81508,0743405900,genx,8.0
81513,0743405927,millenial,10.0
81519,0743405951,millenial,8.0
81524,074340596X,genz,7.0
81530,0743405978,genz,8.5
81537,0743406125,millenial,7.666666666666667
81543,074340615X,millenial,5.6
81549,0743406176,millenial,8.333333333333334
81556,0743406184,genx,8.0
81562,0743406427,genx,8.0
81568,0743406443,genx,9.0
81570,0743406885,teenager,10.0
81579,0743407059,millenial,6.0
81584,0743407067,genz,8.5
81592,0743407075,genx,9.4
81596,0743407083,genz,9.5
81601,0743407865,youth,7.5
81607,074341005X,youth,10.0
81614,0743410068,genz,10.0
81622,0743410181,genx,7.0
81626,074341022X,genz,8.0
81633,0743410513,millenial,7.0
81640,0743410599,genx,7.0
81645,0743410602,millenial,10.0
81651,0743410653,millenial,8.75
81656,0743411250,genz,7.8
81663,0743411269,millenial,8.75
81669,0743411323,millenial,9.0
81676,0743411331,genx,8.166666666666666
81682,074341134X,genx,8.5
81688,0743411358,genx,9.666666666666666
81694,0743411366,genx,9.0
81700,0743411374,genx,8.5
81706,0743411439,genx,7.666666666666667
81711,0743411447,millenial,8.0
81719,0743411544,boomer+,5.0
81723,074341182X,millenial,10.0
81729,0743411838,millenial,10.0
81736,0743411943,genx,9.0
81738,0743412028,teenager,8.0
81746,0743412273,genz,9.5
81752,0743412311,genz,7.0
81760,074341232X,genx,8.0
81765,0743412346,millenial,8.5
81773,0743412621,boomer+,10.0
81778,0743412753,genx,9.0
81784,0743412761,genx,9.0
81788,0743415191,genz,7.0
81795,0743417208,millenial,7.0
81801,0743417356,millenial,8.5
81806,0743417593,genz,9.0
81812,0743417682,genz,7.666666666666667
81820,0743417909,genx,9.0
81824,0743418131,genz,8.0
81830,0743418166,genz,10.0
81835,0743418174,youth,10.0
81841,0743418190,youth,10.0
81847,0743418204,youth,9.0
81855,0743418220,millenial,9.0
81860,0743418301,genz,7.0
81868,0743418352,genx,8.0
81870,0743418387,teenager,7.0
81878,0743418700,genz,8.0
81886,0743418719,genx,8.0
81891,0743418727,millenial,10.0
81896,0743418735,genz,9.0
81903,0743419154,millenial,8.666666666666666
81910,0743419170,genx,8.5
81915,0743420373,millenial,8.5
81922,0743421566,genx,7.0
81925,0743421574,youth,9.0
81932,0743422007,genz,9.5
81940,0743422082,genx,9.0
81946,0743422287,genx,8.0
81951,0743422449,millenial,8.5
81958,0743422732,genx,8.0
81964,0743422740,genx,9.333333333333334
81969,0743422910,millenial,7.857142857142857
81974,074342347X,genz,6.5
81982,0743423550,genx,9.0
81987,0743423585,millenial,10.0
81993,0743423682,millenial,8.0
81999,0743423801,millenial,6.333333333333333
82004,0743424107,genz,9.0
82008,0743424425,teenager,10.0
82017,0743427084,millenial,9.333333333333334
82022,0743427149,genz,10.0
82027,0743428013,youth,10.0
82035,074342803X,millenial,6.5
82040,0743428188,genz,9.0
82046,074342851X,genz,9.0
82052,0743428587,genz,8.5
82058,0743428595,genz,10.0
82064,0743428617,genz,9.0
82070,0743428625,genz,8.25
82079,0743430344,boomer+,9.0
82082,0743430999,genz,10.0
82089,0743431014,millenial,6.666666666666667
82095,0743431022,millenial,9.0
82102,0743431030,genx,10.0
82108,0743434021,genx,8.0
82113,074343434X,millenial,7.0
82118,0743435338,genz,9.0
82125,0743435389,millenial,9.0
82130,0743435451,genz,10.0
82137,0743435842,millenial,8.5
82140,0743436210,teenager,9.0
82146,074343627X,teenager,10.0
82155,0743436466,millenial,9.0
82161,0743436601,millenial,9.0
82167,0743436679,millenial,7.4
82173,0743436741,millenial,10.0
82180,0743436768,genx,8.5
82185,0743436822,millenial,10.0
82191,0743436830,millenial,8.0
82197,0743437128,millenial,9.0
82202,0743437136,genz,8.0
82206,0743437314,teenager,7.0
82215,0743437640,millenial,8.31578947368421
82223,0743437802,boomer+,9.5
82228,0743437810,genx,9.0
82234,0743437993,genx,9.0
82240,0743439651,genx,9.0
82244,0743439740,genz,9.333333333333334
82249,0743439775,youth,9.0
82254,0743439791,teenager,8.0
82264,0743442237,genx,9.0
82269,0743442245,millenial,9.0
82276,0743442520,genx,9.5
82281,0743442539,millenial,9.5
82288,0743442652,genx,8.5
82293,0743442660,millenial,7.333333333333333
82299,0743442717,millenial,10.0
82304,0743444035,genz,8.5
82308,0743444043,teenager,10.0
82314,0743444051,teenager,10.0
82320,0743444078,teenager,10.0
82330,0743444124,genx,8.0
82334,0743444167,genz,10.0
82340,0743444264,genz,9.0
82348,0743444299,genx,9.0
82355,0743444329,boomer+,10.0
82360,0743444469,genx,10.0
82367,0743444477,boomer+,10.0
82372,0743444515,genx,8.0
