,Book-Title-Length,Book-Author,Book-Publisher,Publication-Era,Favourite-Generation
15393,4,Nora Roberts,Jove Books,1980s-1990s,genx
15394,3,Diana Palmer,Silhouette Books,>=2000,millenial
15395,7,Linda Lael Miller,Pocket,>=2000,millenial
15396,10,Richard Hughes,New York Review of Books,1980s-1990s,genx
15397,4,Louise Marley,Ace Books,>=2000,millenial
15398,4,Laurence Shames,Dell,1980s-1990s,millenial
15399,6,Paula Marantz Cohen,St. Martin's Griffin,>=2000,millenial
15400,8,Neale Donald Walsch,Hampton Roads Publishing Company,1980s-1990s,millenial
15401,5,William Trevor,Penguin Books,>=2000,millenial
15402,7,Amy Wilentz,Ballantine Books,>=2000,genz
15403,8,Jose Saramago,Santillana USA Publishing Company,>=2000,genz
15404,5,Lao Tzu,Penguin Books,1980s-1990s,millenial
15405,3,Nikos Kazantzakis,Touchstone,1980s-1990s,millenial
15406,4,Jose Saramago,Suma de Letras,>=2000,millenial
15407,8,Mary McCarthy,Harvest Books,before 1980s,youth
15408,4,James Neal Harvey,St Martins Pr,1980s-1990s,genz
15409,4,ANNE PERRY,Fawcett,>=2000,genx
15410,11,Jon Land,Forge,>=2000,millenial
15411,3,Theresa Alan,STRAPLESS,>=2000,genz
15412,1,G. H. Ephron,St. Martin's Minotaur,>=2000,genx
15413,2,Steven Barnes,Tor Science Fiction,1980s-1990s,genz
15414,2,Joe Haldeman,Ace Books,>=2000,millenial
15415,5,Max Lucado,W Publishing Group,1980s-1990s,genz
15416,4,Sue Grafton,Putnam Publishing Group,>=2000,boomer+
15417,3,Lynn York,Plume Books,>=2000,genx
15418,1,David Halberstam,Hyperion Press,>=2000,genx
15419,11,Velma Wallis,Epicenter Press,1980s-1990s,millenial
15420,7,Dorothy Morrison,Llewellyn Publications,>=2000,genz
15421,8,Scott Cunningham,Llewellyn Publications,1980s-1990s,genz
15422,2,Brian Hall,Picador USA,1980s-1990s,genx
15423,3,Porter Shreve,Mariner Books,>=2000,millenial
15424,2,Anne Perry,Fawcett Books,1980s-1990s,genx
15425,10,Ayn Rand,Plume Books,>=2000,genz
15426,4,David Lodge,Penguin Books,1980s-1990s,millenial
15427,5,JANE AUSTEN,Modern Library,1980s-1990s,genx
15428,6,Italo Calvino,Harvest Books,before 1980s,millenial
15429,9,Tabitha Lenox,HarperEntertainment,>=2000,genz
15430,6,Ian Stewart,Perseus Books Group,>=2000,genz
15431,3,Joan D. Vinge,Aspect,>=2000,millenial
15432,7,K. Grahame,NTC/Contemporary Publishing Company,1980s-1990s,genz
15433,3,Martha Grimes,Viking Books,>=2000,genz
15434,16,Tamar Myers,Nal Hardcover,>=2000,genx
15435,12,Anne Bowling,Writer's Digest Books,>=2000,genx
15436,5,J.D. Salinger,Back Bay Books,>=2000,genz
15437,8,John Callahan,Vintage Books USA,1980s-1990s,millenial
15438,7,Dorothy Gilman,Fawcett Books,1980s-1990s,genz
15439,6,Sharan Newman,Forge Books,>=2000,genx
15440,2,Terry Pratchett,HarperTorch,>=2000,youth
15441,4,Randal L. Schwartz,O'Reilly,1980s-1990s,genz
15442,4,Thomas Hardy,Signet Book,before 1980s,millenial
15443,9,Thornton Wilder,Perennial,1980s-1990s,millenial
15444,2,John Steinbeck,Luis de Caralt,1980s-1990s,millenial
15445,1,Bill Buchanan,Jove Books,1980s-1990s,youth
15446,5,Donna Leon,Penguin Books,>=2000,millenial
15447,5,Andrzej Szczypiorski,Diogenes Verlag,>=2000,genz
15448,10,Stephanie Ã?Ã?berall,LÃ?ÃÂ¼bbe,1980s-1990s,genz
15449,5,Rudyard Kipling,NTC/Contemporary Publishing Company,1980s-1990s,millenial
15450,9,Steve Almond,Algonquin Books of Chapel Hill,>=2000,millenial
15451,3,Carol Shields,Penguin Books,1980s-1990s,genx
15452,11,Haruki Murakami,Rowohlt Tb.,1980s-1990s,genx
15453,1,Mary Woodbury,River Books,1980s-1990s,genx
15454,6,Erik Orsenna,Stock,>=2000,genz
15455,3,Inoue Hisashi,Philippe Picquier,>=2000,millenial
15456,2,Penelope Lively,Perennial,1980s-1990s,millenial
15457,3,Cathy Maxwell,Avon,1980s-1990s,millenial
15458,3,Connie Mason,Leisure Books,1980s-1990s,genx
15459,3,Tony Wheeler,Lonely Planet Publications,1980s-1990s,millenial
15460,9,Ruth Stiles Gannett,Random House Children's Books,1980s-1990s,genx
15461,4,Florence Parry Heide,Holiday House,before 1980s,millenial
15462,6,Alistair MacLeod,Vintage Books USA,>=2000,genx
15463,7,Michael Datcher,Riverhead Books,>=2000,genx
15464,8,Meg Cabot,HarperCollins,>=2000,youth
15465,5,Stephen King,New Amer Library (Mm),1980s-1990s,millenial
15466,5,CAROL GOODMAN,Ballantine Books,>=2000,millenial
15467,3,Jack Kerouac,Signet Book,1980s-1990s,millenial
15468,8,Alison Weir,Ballantine Books,>=2000,millenial
15469,7,Barbara Freethy,Avon,>=2000,millenial
15470,4,Christopher Buckley,Perennial,1980s-1990s,millenial
15471,3,Meagan McKinney,Dell Publishing Company,1980s-1990s,millenial
15472,1,Dick Francis,Putnam Publishing Group,1980s-1990s,genx
15473,3,Lorenzo Silva,"Editorial Planeta, S.A. (Barcelona)",>=2000,millenial
15474,7,DOUGLAS ADAMS,Del Rey,>=2000,teenager
15475,2,Philip Kerr,Warner Books,1980s-1990s,millenial
15476,8,Thomas Lynch,Penguin Books,1980s-1990s,genx
15477,2,L. J. Smith,HarperCollins Publishers,1980s-1990s,genz
15478,5,Larry McMurtry,Simon & Schuster,>=2000,millenial
15479,7,Enrique Vila-Matas,Editorial Anagrama,>=2000,youth
15480,1,Hermann Hesse,Debols!llo,>=2000,millenial
15481,5,Paul Auster,Anagrama,1980s-1990s,millenial
15482,5,Helen Fielding,Pan Macmillan,>=2000,genz
15483,2,Louisa May Alcott,Scholastic,1980s-1990s,genz
15484,3,Goscinny Sempe,Distribooks,1980s-1990s,genz
15485,4,William Kowalski,Perennial,>=2000,millenial
15486,1,Stephen King,"Plaza & Janes Editores, S.A.",1980s-1990s,millenial
15487,3,Bret Easton Ellis,Ediciones B,>=2000,genz
15488,13,Barbara Park,Random House Children's Books,1980s-1990s,genx
15489,6,Amy Tan,Ballantine Books,>=2000,millenial
15490,1,ANNE RICE,Ballantine Books,1980s-1990s,genz
15491,5,Laurence Jaugey-Paget,HarperSanFrancisco,1980s-1990s,genz
15492,6,Stephen Laberge,Ballantine Books,1980s-1990s,millenial
15493,6,D.A. Stern,Onyx Books,1980s-1990s,millenial
15494,4,Konstantinos,Llewellyn Publications,1980s-1990s,boomer+
15495,9,Janet Shaw,Pleasant Company Publications,1980s-1990s,teenager
15496,8,Patti Berg,Avon,>=2000,millenial
15497,3,Josephine Cox,Trafalgar Square,>=2000,boomer+
15498,2,Dick Francis,Fawcett Books,1980s-1990s,genx
15499,4,V.C. Andrews,Pocket Star,>=2000,genz
15500,9,James Joyce,Bantam,1980s-1990s,genx
15501,9,J. K. Rowling,Scholastic,>=2000,genz
15502,4,Rachel Carson,Houghton Mifflin Company,1980s-1990s,millenial
15503,7,Leonard Maltin,Signet Book,>=2000,genx
15504,7,Kasey Michaels,Kensington Publishing Corporation,>=2000,genx
15505,6,Jerrilyn Farmer,Avon,>=2000,genz
15506,4,Nora Roberts,Jove Books,1980s-1990s,youth
15507,4,Judith McNaught,Pocket,1980s-1990s,genz
15508,13,Neale S. Godfrey,Fireside,1980s-1990s,millenial
15509,10,Julie Ann Barnhill,Harvest House Publishers,>=2000,millenial
15510,8,Carolyn Keene,Grosset & Dunlap,before 1980s,youth
15511,11,Carolyn Keene,Grosset & Dunlap,before 1980s,genz
15512,8,Raymond E. Feist,HarperTorch,>=2000,genz
15513,3,Dana Stabenow,Berkley Publishing Group,1980s-1990s,millenial
15514,5,Suzanne Berne,Plume Books,>=2000,genx
15515,7,Wensley Clarkson,St. Martin's Press,1980s-1990s,millenial
15516,1,Rudolph W. Giuliani,Miramax,>=2000,boomer+
15517,2,Carl Hiaasen,Knopf,>=2000,genx
15518,3,Stephen White,Delacorte Press,>=2000,genx
15519,2,Candace Bushnell,Hyperion,>=2000,genz
15520,7,W. E. B. Griffin,Jove Books,1980s-1990s,millenial
15521,5,W. E. B. Griffin,Jove Books,1980s-1990s,millenial
15522,7,W. E. B. Griffin,Jove Books,1980s-1990s,millenial
15523,2,John T. Lescroart,Dell Publishing Company,1980s-1990s,genx
15524,8,Philip Pullman,Alfred A. Knopf,1980s-1990s,genz
15525,2,Barry Hoffman,Leisure Books,1980s-1990s,millenial
15526,2,Karen Hall,Random House Inc,1980s-1990s,genx
15527,1,J G Passarella,Atria,1980s-1990s,millenial
15528,13,James B. Stewart,Simon & Schuster,1980s-1990s,genx
15529,2,Antoinette Giancana,Harper Mass Market Paperbacks (Mm),1980s-1990s,genz
15530,3,Gene Simmons,Three Rivers Press (CA),>=2000,genx
15531,3,Joel Goldman,Pinnacle Books,>=2000,genx
15532,1,Nicholas Pileggi,Simon & Schuster,1980s-1990s,youth
15533,6,Eva Heller,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",1980s-1990s,youth
15534,11,M. C. Beaton,St. Martin's Minotaur,>=2000,genx
15535,6,Rebecca Gable,LÃ?ÃÂ¼bbe,1980s-1990s,teenager
15536,1,Jackie Collins,Warner Books,1980s-1990s,millenial
15537,13,Michael Crichton,Wings,1980s-1990s,millenial
15538,2,Linda Lael Miller,Pocket,>=2000,millenial
15539,3,Jhumpa Lahiri,Distribooks,>=2000,millenial
15540,1,Barbara Wood,Fischer Taschenbuch Verlag GmbH,1980s-1990s,millenial
15541,11,Eoin Colfer,Miramax Kids,>=2000,millenial
15542,6,Banana Yoshimoto,Diogenes Verlag,>=2000,genx
15543,2,Whitley Strieber,Pocket,>=2000,millenial
15544,7,Raymond Carver,Vintage Books USA,1980s-1990s,genz
15545,4,Charlotte Link,Goldmann,1980s-1990s,genz
15546,2,David Locke,Jove Books,>=2000,genz
15547,1,David Sedaris,Heyne,>=2000,youth
15548,4,Ernest H. Milne,Dutton Children's Books,before 1980s,genz
15549,10,Diane Carey,Star Trek,1980s-1990s,genx
15550,12,Kevin J. Anderson,Bantam,1980s-1990s,millenial
15551,13,Stephanie Barron,Crimeline,1980s-1990s,millenial
15552,11,Stan Berenstain,Random House Children's Books,1980s-1990s,millenial
15553,3,Mary Higgins Clark,Audioworks,1980s-1990s,genz
15554,8,Agatha Christie,Berkley Publishing Group,>=2000,genz
15555,1,Henri Charriere,Perennial,>=2000,genx
15556,3,Julie Parsons,Pocket,>=2000,millenial
15557,8,Louise Steinman,Algonquin Books of Chapel Hill,>=2000,millenial
15558,1,Zoe Barnes,Piatkus Books,>=2000,millenial
15559,2,Julio Cortazar,Alianza,1980s-1990s,genz
15560,2,Robert B. Parker,Putnam Publishing Group,>=2000,genx
15561,11,Dana Stabenow,New American Library,>=2000,genx
15562,4,Diane Hoh,Scholastic,1980s-1990s,millenial
15563,4,Nawal El Saadawi,Zed Books,1980s-1990s,millenial
15564,2,Nancy Huston,McArthur & Company,>=2000,millenial
15565,13,P. J. O'Rourke,Vintage Books USA,1980s-1990s,genx
15566,3,W. E. B. Griffin,Jove Books,1980s-1990s,millenial
15567,10,Michael Pollan,Random House,>=2000,millenial
15568,2,Anne Perry,Fawcett Books,1980s-1990s,genz
15569,6,Edward Bellamy,Signet Book,>=2000,genz
15570,3,Richard Bach,Scribner,before 1980s,genx
15571,5,Andy Riley,Plume Plume,>=2000,youth
15572,2,Helene Tursten,btb,>=2000,genz
15573,4,Ake Edwardson,Ullstein TB-Vlg,>=2000,millenial
15574,6,Ruth Picardie,Rowohlt Tb.,>=2000,millenial
15575,8,Barbara Vine,Diogenes Verlag,1980s-1990s,millenial
15576,8,Carole Bellacera,Tor Books,>=2000,genz
15577,13,New Skete Monks,"Little, Brown",before 1980s,millenial
15578,17,Melinda Roth,Thomas Dunne Books,>=2000,genx
15579,10,Andrea Camilleri,LÃ?ÃÂ¼bbe,>=2000,genz
15580,4,Michael Dobbs,HarperCollins,1980s-1990s,millenial
15581,11,Lewis Carroll,Bantam,1980s-1990s,teenager
15582,2,Anne McCaffrey,Putnam Publishing Group,1980s-1990s,genx
15583,7,Martha Grimes,Viking Books,>=2000,genx
15584,3,Molly Gloss,Houghton Mifflin Co,1980s-1990s,genx
15585,5,Jutta Bauer,Souvenir Press Ltd,>=2000,millenial
15586,4,Brian Froud,Simon & Schuster,1980s-1990s,millenial
15587,6,Ivor Cutler,ARC Publications,1980s-1990s,millenial
15588,8,Toinette Lippe,Jeremy P. Tarcher,>=2000,genz
15589,6,Michael Ashley,Scarlet (UK),1980s-1990s,youth
15590,5,Madeleine L'Engle,Farrar Straus Giroux,before 1980s,genz
15591,7,Michele Slung,Ballantine Books,1980s-1990s,millenial
15592,7,Stephen J. Cannell,St. Martin's Paperbacks,>=2000,boomer+
15593,5,Terry Pratchett,HarperCollins,>=2000,genx
15594,6,Gustave Flaubert,Penguin Books,1980s-1990s,genx
15595,8,Sandra Gulland,Touchstone,1980s-1990s,genx
15596,3,Robert Rankin,Corgi Books,>=2000,youth
15597,8,Harry Palmer,Star's Edge International,1980s-1990s,youth
15598,2,The Daily Telegraph Competition,"Alan Sutton Publishing, Ltd.",1980s-1990s,genx
15599,6,Jean Auel,Distribooks Intl,>=2000,millenial
15600,2,Nicci French,Goldmann,>=2000,genz
15601,2,Dennis Lehane,Perennial Dark Alley,>=2000,genx
15602,2,Federico Andahazi,Anchor Books/Doubleday,1980s-1990s,genz
15603,4,Susan Wiggs,Mira,>=2000,millenial
15604,6,MARGARET CHO,Ballantine Books,>=2000,millenial
15605,6,GABRIEL GARCIA MARQUEZ,Vintage,>=2000,millenial
15606,5,Nancy Bond,Aladdin,1980s-1990s,genz
15607,15,Connie Willis,Bantam,1980s-1990s,genx
15608,12,Jill Churchill,William Morrow,>=2000,genx
15609,6,Edward Abbey,Harpercollins,1980s-1990s,millenial
15610,2,Jean-Claude Suares,"Stewart, Tabori, & Chang",1980s-1990s,teenager
15611,12,Carolyn Keene,Grosset & Dunlap,before 1980s,millenial
15612,7,Franklin W. Dixon,Grosset & Dunlap,before 1980s,youth
15613,6,ISAAC ASIMOV,Doubleday,1980s-1990s,millenial
15614,4,Diane Duane,Bantam Doubleday Dell,1980s-1990s,millenial
15615,3,Jill Mansell,Headline,>=2000,teenager
15616,2,Margaret Atwood,Bloomsbury Pub Ltd,>=2000,genx
15617,10,Adele Lang,St. Martin's Griffin,>=2000,genz
15618,1,Nora Roberts,Silhouette,>=2000,millenial
15619,6,Sylvia Browne,Hay House,>=2000,genz
15620,3,KAY HOOPER,Bantam,>=2000,millenial
15621,7,Jill Churchill,Avon,1980s-1990s,millenial
15622,2,Kim Stanley Robinson,Spectra Books,>=2000,genx
15623,12,R. A. Salvatore,Wizards of the Coast,>=2000,millenial
15624,10,Peter David,Star Trek,1980s-1990s,millenial
15625,5,Richard Morgan,Gollancz,>=2000,millenial
15626,6,Pamela Dean,Tor Books (Mm),1980s-1990s,millenial
15627,6,Helen Fielding,Goldmann,>=2000,millenial
15628,7,Barbara Hambly,Del Rey Books,1980s-1990s,millenial
15629,2,Clive Cussler,Pocket,>=2000,millenial
15630,13,Earthworks,Andrews McMeel Pub,1980s-1990s,genx
15631,4,Barbara Neely,Penguin Books,1980s-1990s,genx
15632,4,Janet Neel,Pocket,1980s-1990s,genx
15633,11,Julia  Bourland,McGraw-Hill/Contemporary Books,>=2000,genz
15634,2,Zoe Barnes,Piatkus Books,>=2000,millenial
15635,5,Derrick Jensen,Context Books,>=2000,genz
15636,5,Derrick Jensen,Context Books,>=2000,genz
15637,2,Joan Johnston,Pocket,>=2000,genx
15638,6,Barbara Delinsky,Scribner,>=2000,genx
15639,4,Linda Howard,Mira,>=2000,genz
15640,4,Michael Swanwick,HarperTorch,>=2000,genz
15641,3,Meg O'Brien,Mira,>=2000,genz
15642,9,Jean Shepherd,Broadway Books,before 1980s,genx
15643,8,Jean Shepherd,Main Street Books,1980s-1990s,genx
15644,4,Lynn V. Andrews,Perennial,1980s-1990s,millenial
15645,2,Dave Barry,Putnam Publishing Group,>=2000,boomer+
15646,5,Barry Sears,ReganBooks,>=2000,millenial
15647,4,Mark Canter,Bantam Dell Pub Group,1980s-1990s,millenial
15648,6,Priscilla Y. Huff,Prima Lifestyles,1980s-1990s,millenial
15649,2,John Saul,Fawcett Books,1980s-1990s,millenial
15650,9,Belleruth Naparstek,HarperSanFrancisco,1980s-1990s,genx
15651,12,Tim Downs,Howard Publishing Company,>=2000,millenial
15652,5,Larry McMurtry,Pocket,1980s-1990s,genx
15653,2,Baine Kerr,Jove Books,>=2000,millenial
15654,5,Victor Hugo,Penguin Books Ltd,1980s-1990s,genz
15655,2,Orson Scott Card,Tor Books,1980s-1990s,genz
15656,7,Lois Duncan,Simon Spotlight Entertainment,1980s-1990s,millenial
15657,9,Stan Berenstain,Random House Children's Books,1980s-1990s,millenial
15658,2,Stephen Laberge,Ballantine Books,1980s-1990s,millenial
15659,2,Jerry Spinelli,"Little, Brown",1980s-1990s,genz
15660,4,R.L. Stine,Simon Pulse,1980s-1990s,genz
15661,7,Scott O'Dell,Laure Leaf,1980s-1990s,genz
15662,17,Michelle Louvric,"Stuart, Tabori and Chang",1980s-1990s,millenial
15663,4,Louise Taylor,"Little, Brown",1980s-1990s,millenial
15664,4,Lynn Mason,Bantam Books for Young Readers,>=2000,genz
15665,2,Andrew Goliszek,Tor Books (Mm),1980s-1990s,millenial
15666,8,Meg Cabot,HarperTrophy,>=2000,youth
15667,4,Jim Davis,Ballantine Books,1980s-1990s,genx
15668,6,DR SEUSS,Random House Books for Young Readers,before 1980s,millenial
15669,11,Scott Adams,Andrews McMeel Publishing,1980s-1990s,millenial
15670,2,John Steinbeck,Penguin USA,1980s-1990s,genx
15671,4,Anne McCaffrey,Del Rey Books,>=2000,millenial
15672,4,Robert A. Heinlein,Del Rey,1980s-1990s,millenial
15673,8,Charles Schulz,Harpercollins,1980s-1990s,millenial
15674,12,Lauraine Snelling,Barbour Publishing,1980s-1990s,millenial
15675,6,Larry Niven,Pocket,1980s-1990s,genx
15676,12,Laurie Garrett,Penguin Books,1980s-1990s,youth
15677,7,Douglas Adams,William Heinemann,1980s-1990s,millenial
15678,4,Bobbie Ann Mason,Harpercollins,1980s-1990s,genx
15679,14,Jim Hightower,Viking Books,>=2000,genx
15680,4,Donna Morrissey,Mariner Books,>=2000,millenial
15681,14,Jay Leno,Outlet Books Company,1980s-1990s,genz
15682,2,Stephen King,Penguin Putnam~mass,1980s-1990s,millenial
15683,3,Brian Moore,Penguin USA,1980s-1990s,genz
15684,3,Stephen King,Signet Book,1980s-1990s,youth
15685,5,Helen Fielding,Distribooks Inc,>=2000,youth
15686,3,Ethan Coen,Delta,1980s-1990s,genx
15687,2,Margaret Weis,Bantam,1980s-1990s,genz
15688,11,Jennifer Roberson,Daw Books,1980s-1990s,millenial
15689,8,Jennifer Roberson,Daw Books,1980s-1990s,genz
15690,2,Jennifer Roberson,Daw Books,1980s-1990s,genz
15691,10,Jennifer Roberson,Daw Books,1980s-1990s,millenial
15692,4,Diana Wynne Jones,Harper Mass Market Paperbacks (Mm),1980s-1990s,genx
15693,13,Stephen R. Donaldson,Del Rey Books,1980s-1990s,millenial
15694,4,Piers Anthony,Ace Books,1980s-1990s,genx
15695,5,Piers Anthony,ACE Charter,1980s-1990s,millenial
15696,3,Piers Anthony,Tor Books,1980s-1990s,youth
15697,7,Kate Forsyth,Roc,1980s-1990s,genz
15698,11,Barrie Dolnick,Harmony,1980s-1990s,genz
15699,7,Michael T. Murray,Prima Lifestyles,1980s-1990s,genz
15700,12,Elizabeth Pepper,Witches Almanac Ltd,>=2000,genz
15701,2,Susan Hill Long,Avon,1980s-1990s,millenial
15702,6,Joyce Carol Oates,Plume Books,1980s-1990s,youth
15703,13,Selma Eichler,Signet Book,>=2000,genx
15704,3,Dominique Duforest,Hors Collection,>=2000,genz
15705,17,David Niven,HarperSanFrancisco,>=2000,genx
15706,2,David Brin,Bantam Doubleday Dell,1980s-1990s,millenial
15707,1,Danielle Steel,Dell,1980s-1990s,millenial
15708,4,Patricia Cornwell,Goldmann,1980s-1990s,millenial
15709,2,Patrick Redmond,Goldmann,>=2000,millenial
15710,5,Fernando De Rojas,Continental Book Company,1980s-1990s,genx
15711,1,Sarah Dessen,Puffin Books,>=2000,teenager
15712,3,James D. Doss,Avon,>=2000,genx
15713,6,Gerda Weissmann Klein,Hill & Wang Pub,1980s-1990s,teenager
15714,10,Alan Watts,Random House USA Inc,before 1980s,millenial
15715,8,Amanda Lollar,Consortium Book Sales & Dist,1980s-1990s,millenial
15716,4,Barbara Dawson Smith,St. Martin's Paperbacks,1980s-1990s,millenial
15717,7,Dara Joy,Love Spell,1980s-1990s,millenial
15718,6,Martha Grimes,Rowohlt Tb.,1980s-1990s,genx
15719,2,Susan Squires,Dorchester Publishing Company,>=2000,millenial
15720,4,Maggie Shayne,Silhouette,1980s-1990s,genz
15721,11,Ted Andrews,Llewellyn Publications,1980s-1990s,genz
15722,10,Sanaya Roman,H.J. Kramer,1980s-1990s,millenial
15723,2,Catherine Spangler,Love Spell,>=2000,millenial
15724,3,Edith Wharton,Scribner,1980s-1990s,genz
15725,1,Adriaan van Dis,Meulenhoff,1980s-1990s,genz
15726,2,Wendell Berry,Counterpoint Press,>=2000,millenial
15727,2,Mercedes Lackey,Daw Books,>=2000,millenial
15728,6,Lawrence Block,William Morrow,>=2000,genx
15729,9,Ed McBain,Simon & Schuster,>=2000,genx
15730,3,Robert J. Sawyer,Tor Science Fiction,>=2000,millenial
15731,5,H. G. Wells,El Acantilado,>=2000,millenial
15732,7,Robert Littell,Overlook Press,>=2000,genx
15733,8,Kate Hawks,Avon Books,1980s-1990s,genz
15734,2,William Shakespeare,Washington Square Press,1980s-1990s,genx
15735,9,Robert C. Atkins,Perennial Currents,>=2000,genz
15736,9,Carol Higgins Clark,Pocket,>=2000,genz
15737,1,Edith Wharton,Harpercollins,1980s-1990s,millenial
15738,9,DAWN PHD PRINCE-HUGHES,Harmony,>=2000,genz
15739,7,A. A. Milne,Dover Publications,1980s-1990s,millenial
15740,3,Running Press,Running Press Book Publishers,1980s-1990s,genx
15741,9,Tom Holland,Pocket Books,1980s-1990s,millenial
15742,6,Agatha Christie,Berkley Publishing Group,1980s-1990s,genx
15743,6,William Shakespeare,Penguin Books,1980s-1990s,genz
15744,12,J. R. R. Tolkien,Houghton Mifflin,1980s-1990s,genx
15745,16,Robert Louis Stevenson,Penguin Books,before 1980s,millenial
15746,6,T. S. Eliot,Harvest Books,before 1980s,millenial
15747,3,J. R. R. Tolkien,Distribooks,>=2000,youth
15748,4,Linda Lael Miller,Pocket Star,>=2000,genx
15749,3,Bruce Chandler Fergusson,Signet Book,1980s-1990s,genx
15750,6,Donna Leon,Diogenes Verlag,>=2000,genz
15751,3,Kimberly Willis Holt,Yearling Books,>=2000,genz
15752,5,Charles Henderson,Berkley Publishing Group,1980s-1990s,genz
15753,12,Tamora Pierce,Random House Children's Books,1980s-1990s,genz
15754,5,Pierre Ambroise Francois Choderl Laclos,Brooking International,1980s-1990s,youth
15755,3,Carolyn G. Hart,Bantam Books,1980s-1990s,millenial
15756,6,Armistead Maupin,Editions 10/18,>=2000,youth
15757,3,Didier Van Cauwelaert,LGF,>=2000,genz
15758,4,AmÃ?ÃÂ©lie Nothomb,Albin Michel,>=2000,genx
15759,1,Karin Slaughter,HarperTorch,>=2000,millenial
15760,4,Ingrid Betancourt,Pocket,>=2000,millenial
15761,3,Mary McBride,Warner Forever,>=2000,genz
15762,5,Diana Wynne Jones,HarperTrophy,1980s-1990s,youth
15763,3,Isaac Asimov,Del Rey Books,1980s-1990s,genx
15764,1,Ed McBain,Harper Mass Market Paperbacks (Mm),1980s-1990s,genx
15765,4,Kathy Reichs,Scribner,>=2000,millenial
15766,2,Brian Haig,Warner Books,>=2000,genx
15767,3,Barbara Erskine,Warner Futura,1980s-1990s,genz
15768,3,Trevanian,St. Martin's Press,1980s-1990s,genx
15769,6,Elizabeth Boyle,Avon,>=2000,genx
15770,7,Jill Churchill,Avon,1980s-1990s,genx
15771,20,HOWARD HALPERN,Bantam,1980s-1990s,millenial
15772,13,Melody Beattie,Hazelden Publishing & Educational Services,1980s-1990s,genz
15773,1,Julie Garwood,Atria,1980s-1990s,youth
15774,11,Stan Berenstain,Random House Children's Books,1980s-1990s,genz
15775,8,Jack Gantos,HarperTrophy,>=2000,genx
15776,3,Marian Keyes,Heyne,>=2000,youth
15777,1,Joan Bauer,Putnam Publishing Group,>=2000,youth
15778,8,Wilkie Collins,Penguin Books,before 1980s,genx
15779,2,Richard Wright,Perennial,1980s-1990s,millenial
15780,18,Julia Hill,Harper SanFrancisco,>=2000,genz
15781,4,Ffyona Campbell,Orion,1980s-1990s,millenial
15782,4,Terry Brooks,Ballantine Books,1980s-1990s,millenial
15783,11,Margaret Weis,Wizards of the Coast,>=2000,teenager
15784,6,Whitney Otto,Random House Inc,1980s-1990s,genx
15785,4,Homer,Penguin Books,1980s-1990s,genx
15786,2,Robert Fagles,Penguin USA (Paper),1980s-1990s,genx
15787,15,Adele Faber,Perennial Currents,1980s-1990s,genx
15788,2,Cheryl Holt,St. Martin's Paperbacks,>=2000,genx
15789,5,F. Scott Fitzgerald,Scribner,1980s-1990s,genx
15790,8,DEBORAH GARRISON,Modern Library,>=2000,genz
15791,2,Dawn Cook,Ace Books,>=2000,genz
15792,3,Stefanie Zweig,Heyne,1980s-1990s,genx
15793,4,Per Olov Enquist,"Fischer (Tb.), Frankfurt",>=2000,genz
15794,8,Ruth Irene Garrett,HarperSanFrancisco,>=2000,genx
15795,11,David Farland,Tor Fantasy,1980s-1990s,genx
15796,7,James Gurney,HarperCollins,1980s-1990s,genz
15797,8,ALICE BORCHARDT,Del Rey,>=2000,millenial
15798,4,Candace Bushnell,Goldmann,>=2000,youth
15799,5,Jane Haddam,Bantam Books,1980s-1990s,genx
15800,2,Tom Clancy,Putnam Publishing Group,1980s-1990s,genx
15801,3,Robertson Davies,Penguin Books,1980s-1990s,millenial
15802,3,Katherine Neville,Suma de Letras,>=2000,millenial
15803,5,Neil Gaiman,DC Comics,1980s-1990s,genz
15804,6,Neil Gaiman,DC Comics,1980s-1990s,millenial
15805,9,Richard Osborne,Writers & Readers Publishing,1980s-1990s,millenial
15806,7,Peter Robinson,William Morrow,>=2000,genx
15807,8,S. J. Rozan,St. Martin's Minotaur,>=2000,boomer+
15808,2,Leah R. Cutter,Roc,>=2000,genx
15809,4,Robert A. Heinlein,Ace Books,1980s-1990s,genz
15810,4,Willard F. Harley Jr.,Baker Book House Co,1980s-1990s,genz
15811,11,Bernard Goldberg,Regnery Publishing,>=2000,millenial
15812,7,George Grossmith,Penguin Books Ltd,1980s-1990s,youth
15813,7,Gerald Durrell,Penguin Books Ltd,1980s-1990s,millenial
15814,5,Virginia Woolf,Penguin Books Ltd,>=2000,millenial
15815,4,Daniel Defoe,Penguin Books,1980s-1990s,millenial
15816,3,Jane Austen,Penguin Books,before 1980s,millenial
15817,6,Judith E. French,Harper Mass Market Paperbacks (Mm),1980s-1990s,millenial
15818,3,Bram Stoker,Penguin Books Ltd,1980s-1990s,genz
15819,5,Alexandre Dumas,Penguin Books,1980s-1990s,teenager
15820,5,Choderlos De Laclos,Penguin Books,before 1980s,genx
15821,7,Carl Hiaasen,Ballantine Books,1980s-1990s,millenial
15822,1,Susanna Kearsley,Corgi Books,1980s-1990s,genz
15823,4,Carole Nelson Douglas,Forge Books,>=2000,genx
15824,12,Robert Bolt,Vintage Books USA,1980s-1990s,millenial
15825,11,STEVE GRAY,Golden Books,1980s-1990s,genz
15826,10,Joanna Cole,Scholastic,1980s-1990s,genz
